"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0061842" "BP" "GO:0061842" "microtubule organizing center localization" "11/2723" "30/18862" 0.00213746759667378 0.00854847880622854 0.00510050861541811 "BICD2/MAD2L1/AURKA/NIN/SUN2/SYNE2/AKAP9/EZR/DLG1/RANBP2/ARPC5" 11
"GO:0001659" "BP" "GO:0001659" "temperature homeostasis" "39/2723" "171/18862" 0.00215188279769302 0.00856952411466338 0.00511306544329582 "OGT/ID1/SCD/EHMT1/TLR4/EBF2/JAK2/LEP/ADAM17/ATF4/FABP5/DECR1/EPAS1/ARRDC3/DYNC1H1/IL1B/TNF/ACSL1/CXCR4/CAV1/OMA1/ACTN3/IL4/ACHE/ADIPOQ/RBPJ/ZNF423/KDM3A/TLE3/ADRB2/STAT3/HDAC3/KDM6B/CNOT3/GPX1/MFN2/PTGS2/FH/KDM1A" 39
"GO:0032387" "BP" "GO:0032387" "negative regulation of intracellular transport" "17/2723" "57/18862" 0.00216057724322991 0.00856952411466338 0.00511306544329582 "LMAN1/UFM1/UBE2G2/GDI1/TXN/RANGAP1/ARHGAP1/CDK5/PARK7/OS9/BARD1/PCSK9/ABCA2/ADIPOQ/TPR/LRRK2/ERLEC1" 17
"GO:0034205" "BP" "GO:0034205" "amyloid-beta formation" "17/2723" "57/18862" 0.00216057724322991 0.00856952411466338 0.00511306544329582 "ROCK1/DYRK1A/PSEN1/TMED10/CLU/ADAM10/TNF/CASP3/IGF1/PIN1/ABCA2/SP1/NCSTN/APOE/ROCK2/RTN4/PSEN2" 17
"GO:0048008" "BP" "GO:0048008" "platelet-derived growth factor receptor signaling pathway" "17/2723" "57/18862" 0.00216057724322991 0.00856952411466338 0.00511306544329582 "MYO1E/JAK2/ABL1/SRC/SNCA/SLC9A3R1/LRP1/PLAT/PTPN12/PTEN/ADIPOQ/HIP1R/HIP1/HGS/LOX/PIK3C2A/PTPN11" 17
"GO:0001821" "BP" "GO:0001821" "histamine secretion" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "ADA/EDN1/LYN/BTK/SNX4/VAMP8" 6
"GO:0006348" "BP" "GO:0006348" "chromatin silencing at telomere" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "CDC45/HAT1/EZH2/EZH1/RIF1/DOT1L" 6
"GO:0010918" "BP" "GO:0010918" "positive regulation of mitochondrial membrane potential" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "STOML2/NNT/AKT1/VCP/AKT2/MFN1" 6
"GO:0019042" "BP" "GO:0019042" "viral latency" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "HCFC1/HMGA1/XRCC6/BANF1/PPIA/XRCC5" 6
"GO:0031442" "BP" "GO:0031442" "positive regulation of mRNA 3'-end processing" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "NCBP1/CCNB1/DHX36/NUDT21/CDC73/NCBP2" 6
"GO:0036490" "BP" "GO:0036490" "regulation of translation in response to endoplasmic reticulum stress" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "EIF2AK4/DDX3X/NCK1/TMED2/EIF4G1/EIF2AK3" 6
"GO:0070933" "BP" "GO:0070933" "histone H4 deacetylation" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "HDAC2/SMARCAD1/SIRT7/HDAC3/HDAC1/HDAC4" 6
"GO:0071044" "BP" "GO:0071044" "histone mRNA catabolic process" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "EXOSC4/UPF1/SSB/XRN1/ATM/EXOSC10" 6
"GO:1905244" "BP" "GO:1905244" "regulation of modification of synaptic structure" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "ABL1/GRIPAP1/CLN3/RHOA/CAMKV/CDC42" 6
"GO:2000644" "BP" "GO:2000644" "regulation of receptor catabolic process" "6/2723" "11/18862" 0.00216225986940066 0.00856952411466338 0.00511306544329582 "LAPTM5/PCSK9/ANXA2/ABCA2/FURIN/APOE" 6
"GO:0106106" "BP" "GO:0106106" "cold-induced thermogenesis" "34/2723" "144/18862" 0.00219649057751728 0.00869397011449013 0.00518731700414758 "OGT/ID1/SCD/EHMT1/TLR4/EBF2/JAK2/LEP/ADAM17/ATF4/FABP5/DECR1/EPAS1/ARRDC3/DYNC1H1/ACSL1/CXCR4/CAV1/OMA1/ACTN3/IL4/ACHE/ADIPOQ/RBPJ/ZNF423/KDM3A/TLE3/ADRB2/HDAC3/KDM6B/CNOT3/MFN2/FH/KDM1A" 34
"GO:0120161" "BP" "GO:0120161" "regulation of cold-induced thermogenesis" "34/2723" "144/18862" 0.00219649057751728 0.00869397011449013 0.00518731700414758 "OGT/ID1/SCD/EHMT1/TLR4/EBF2/JAK2/LEP/ADAM17/ATF4/FABP5/DECR1/EPAS1/ARRDC3/DYNC1H1/ACSL1/CXCR4/CAV1/OMA1/ACTN3/IL4/ACHE/ADIPOQ/RBPJ/ZNF423/KDM3A/TLE3/ADRB2/HDAC3/KDM6B/CNOT3/MFN2/FH/KDM1A" 34
"GO:0045667" "BP" "GO:0045667" "regulation of osteoblast differentiation" "31/2723" "128/18862" 0.0022075055438043 0.00873194240540233 0.00520997343242389 "RUNX2/TWIST1/SMOC1/TCIRG1/YAP1/HGF/ATP6AP1/ATF4/FBXO5/CDK6/SNAI2/SMAD5/TNF/BMPR1B/IGF1/FBN2/GLI3/SOX9/IL6/FGFR2/PDLIM7/SMAD3/MEF2C/JUND/BMPR1A/DDX5/PRKACA/WWTR1/PPARG/ACVR1/HDAC4" 31
"GO:0021987" "BP" "GO:0021987" "cerebral cortex development" "27/2723" "107/18862" 0.00220990094020482 0.0087357924553914 0.00521227059120314 "GART/PSEN1/CDH2/LRP6/FLNA/FOXG1/SLC38A2/SUN2/CDK5/LRP1/HIF1A/SYNE2/GLI3/DAB2IP/FBXO45/NSUN5/ATIC/CSNK2A2/BBS2/GSK3B/KIF14/NF1/SLC2A1/TRA2B/RTN4/SRGAP2/KDM1A" 27
"GO:0022616" "BP" "GO:0022616" "DNA strand elongation" "10/2723" "26/18862" 0.00223802010987573 0.00882423461807869 0.00526504021524714 "RFC3/PCNA/POLA1/MCM3/TERT/MCM4/MCM7/MRE11/MCMDC2/RFC4" 10
"GO:0036475" "BP" "GO:0036475" "neuron death in response to oxidative stress" "10/2723" "26/18862" 0.00223802010987573 0.00882423461807869 0.00526504021524714 "NONO/TLR4/FBXW7/ATF4/PARK7/ENDOG/HIF1A/RACK1/ATG7/PARP1" 10
"GO:0045830" "BP" "GO:0045830" "positive regulation of isotype switching" "10/2723" "26/18862" 0.00223802010987573 0.00882423461807869 0.00526504021524714 "MSH2/IL2/EXOSC3/TP53BP1/NSD2/IL4/MLH1/TGFB1/TFRC/RIF1" 10
"GO:0061082" "BP" "GO:0061082" "myeloid leukocyte cytokine production" "10/2723" "26/18862" 0.00223802010987573 0.00882423461807869 0.00526504021524714 "HMOX1/TLR4/DDX58/LAPTM5/DHX36/SIRT1/BCL6/DDX21/TGFB1/WNT5A" 10
"GO:0010288" "BP" "GO:0010288" "response to lead ion" "9/2723" "22/18862" 0.00224660757801524 0.00884107005236875 0.00527508519279077 "APP/MAP1LC3A/CAT/BECN1/PPP2CA/CDK4/PPP1CA/MAPT/DNMT3A" 9
"GO:0071359" "BP" "GO:0071359" "cellular response to dsRNA" "9/2723" "22/18862" 0.00224660757801524 0.00884107005236875 0.00527508519279077 "DDX58/CAV1/RALB/CGAS/NFKB1/FLOT1/IRF3/NPM1/DHX9" 9
"GO:1903203" "BP" "GO:1903203" "regulation of oxidative stress-induced neuron death" "9/2723" "22/18862" 0.00224660757801524 0.00884107005236875 0.00527508519279077 "NONO/TLR4/FBXW7/ATF4/PARK7/HIF1A/RACK1/ATG7/PARP1" 9
"GO:0043954" "BP" "GO:0043954" "cellular component maintenance" "18/2723" "62/18862" 0.00226494897676142 0.00890184361116147 0.00531134615421305 "PLEKHA7/PICK1/HDAC2/INSR/VPS35/FYN/WHRN/INS/ZMYND8/SIRT1/TJP1/ARF6/SUPT6H/DLG1/APOE/F2RL1/ERC1/MTHFR" 18
"GO:1902686" "BP" "GO:1902686" "mitochondrial outer membrane permeabilization involved in programmed cell death" "18/2723" "62/18862" 0.00226494897676142 0.00890184361116147 0.00531134615421305 "ACAA2/YWHAB/SLC25A5/BNIP3L/RHOT2/YWHAZ/YWHAG/HSPA1A/PPIF/TP53/SPG7/HIP1R/VDAC2/GSK3B/RHOT1/YWHAE/BCL2L11/SFN" 18
"GO:0046620" "BP" "GO:0046620" "regulation of organ growth" "26/2723" "102/18862" 0.00226778563430802 0.00890729357516249 0.00531459791268038 "YY1/G6PD/MAPK1/EDN1/SOD1/IGF2/TGFBR1/MAPK11/CTDP1/YAP1/FXN/FGF2/CCNB1/AKT1/MTOR/DDX39B/TGFBR2/IGF1/PIN1/FGFR2/MEF2C/PTEN/BMPR1A/RBPJ/BCL2L11/ACACB" 26
"GO:0043491" "BP" "GO:0043491" "protein kinase B signaling" "57/2723" "273/18862" 0.00229322522467977 0.00900145850173024 0.00537078206311415 "IGF2/PPP2R5C/TXN/EGF/C1QBP/TGFBR1/HSP90AA1/HSP90AB1/TCF7L2/CCL2/HGF/LEP/INSR/SRC/XDH/FGF2/FYN/SLC9A3R1/OSBPL8/INS/NTRK3/CX3CL1/AKT1/IL1B/MTOR/TNF/PARK7/EPHA2/ITGB1/MET/IGF1/SOX9/NOP53/FGFR2/FGF7/SIRT1/PTEN/EGFR/HIP1/LOX/TGFB1/PHB/ESR1/PHLPP2/ERBB2/RNF41/DLG1/RACK1/GPX1/TSC2/PTPN11/PLK3/GDF15/LCK/RTN4/LIN28A/PIK3R3" 57
"GO:0120162" "BP" "GO:0120162" "positive regulation of cold-induced thermogenesis" "25/2723" "97/18862" 0.00231837169770144 0.00909435334545335 0.00542620840989206 "OGT/SCD/EHMT1/EBF2/JAK2/LEP/FABP5/DECR1/EPAS1/DYNC1H1/ACSL1/CXCR4/CAV1/OMA1/IL4/ACHE/ADIPOQ/KDM3A/ADRB2/HDAC3/KDM6B/CNOT3/MFN2/FH/KDM1A" 25
"GO:0042149" "BP" "GO:0042149" "cellular response to glucose starvation" "15/2723" "48/18862" 0.00232819859941971 0.00912707338623822 0.00544573104704225 "PIK3C3/PICK1/BECN1/FOXO3/ATF4/PRKAG2/HSPA5/TP53/TBL2/HNRNPA1/MYBBP1A/PRKAG1/SLC2A1/EIF2AK3/IFI16" 15
"GO:0002637" "BP" "GO:0002637" "regulation of immunoglobulin production" "19/2723" "67/18862" 0.00233775565399275 0.00914702737737419 0.00545763673295525 "TRAF6/MSH2/FOXP3/PRKDC/IL2/EXOSC3/TP53BP1/GPI/TNF/NSD2/CGAS/IL4/IL6/BCL6/MLH1/SUPT6H/TGFB1/TFRC/RIF1" 19
"GO:0038034" "BP" "GO:0038034" "signal transduction in absence of ligand" "19/2723" "67/18862" 0.00233775565399275 0.00914702737737419 0.00545763673295525 "MAP2K5/TERT/IL2/FYN/SNAI2/AKT1/IL1B/TNF/CTNNA1/CASP3/HSPA1A/HSPA1B/PPP1CA/IL4/PRDX2/WWOX/HTRA2/GSK3B/BCL2L11" 19
"GO:0097192" "BP" "GO:0097192" "extrinsic apoptotic signaling pathway in absence of ligand" "19/2723" "67/18862" 0.00233775565399275 0.00914702737737419 0.00545763673295525 "MAP2K5/TERT/IL2/FYN/SNAI2/AKT1/IL1B/TNF/CTNNA1/CASP3/HSPA1A/HSPA1B/PPP1CA/IL4/PRDX2/WWOX/HTRA2/GSK3B/BCL2L11" 19
"GO:0015909" "BP" "GO:0015909" "long-chain fatty acid transport" "20/2723" "72/18862" 0.00238292208924372 0.00930005742962145 0.00554894316508167 "PLIN2/ACACA/SLC27A2/FABP5/PRKAG2/AKT1/ACSL1/CPT1A/DRD4/AKT2/PLA2R1/ACSL5/ABCD3/ACE/APOE/PPARG/ACACB/ACSL3/SLC2A1/EPRS1" 20
"GO:0036465" "BP" "GO:0036465" "synaptic vesicle recycling" "20/2723" "72/18862" 0.00238292208924372 0.00930005742962145 0.00554894316508167 "ROCK1/MX1/MX2/TOR1A/AMPH/DNM1/SNCA/RAB5A/CDK5/GRIPAP1/DNAJC6/ARF6/GAK/CANX/LRRK2/PIP5K1C/DNM1L/DNM2/AP3B1/VAMP4" 20
"GO:0043574" "BP" "GO:0043574" "peroxisomal transport" "20/2723" "72/18862" 0.00238292208924372 0.00930005742962145 0.00554894316508167 "CAT/ACOT8/SLC27A2/NOS2/EPHX2/USP9X/PEX6/PEX14/ECH1/TYSND1/IDE/ABCD3/ECI2/IDH1/UBA52/UBC/UBB/AGPS/RPS27A/PEX19" 20
"GO:0048708" "BP" "GO:0048708" "astrocyte differentiation" "20/2723" "72/18862" 0.00238292208924372 0.00930005742962145 0.00554894316508167 "APP/PSEN1/MAPK1/PRPF19/TLR4/ABL1/CDK6/LRP1/TNF/MAPK3/SOX9/LDLR/IL6/EGFR/MAP2K1/STAT3/MAPT/KRAS/PTPN11/NF1" 20
"GO:0010827" "BP" "GO:0010827" "regulation of glucose transmembrane transport" "21/2723" "77/18862" 0.00240428070343907 0.00936405089216245 0.00558712530419899 "EDN1/TERT/LEP/INSR/FABP5/PRKAG2/OSBPL8/INS/HK2/AKT1/BRAF/IL1B/TNF/ASPSCR1/IGF1/AKT2/SELENOS/ADIPOQ/RNASEL/PTPN11/SLC2A1" 21
"GO:0060420" "BP" "GO:0060420" "regulation of heart growth" "21/2723" "77/18862" 0.00240428070343907 0.00936405089216245 0.00558712530419899 "YY1/G6PD/MAPK1/EDN1/TGFBR1/MAPK11/CTDP1/YAP1/FGF2/CCNB1/MTOR/DDX39B/TGFBR2/IGF1/PIN1/FGFR2/MEF2C/PTEN/BMPR1A/RBPJ/ACACB" 21
"GO:0032410" "BP" "GO:0032410" "negative regulation of transporter activity" "22/2723" "82/18862" 0.00240541629624489 0.00936405089216245 0.00558712530419899 "UBQLN1/ANK3/MMP9/TWIST1/NEDD4L/FMR1/SNCA/SLC9A3R1/NDFIP2/FKBP1B/CAV1/DRD4/PPIF/PCSK9/GSTM2/PTEN/NEDD4/WWP2/YWHAE/SUMO1/CALM2/ACTN2" 22
"GO:2000177" "BP" "GO:2000177" "regulation of neural precursor cell proliferation" "22/2723" "82/18862" 0.00240541629624489 0.00936405089216245 0.00558712530419899 "CDH2/EGF/FLNA/FOXG1/NF2/LYN/SHCBP1/CX3CL1/CTNNB1/CTNNA1/HIF1A/GLI3/TP53/GATA2/ZNF423/BTG2/LRRK2/WNT5A/KDM2B/NF1/PTBP2/KDM1A" 22
"GO:0038127" "BP" "GO:0038127" "ERBB signaling pathway" "34/2723" "145/18862" 0.00247935892007974 0.00963968471268976 0.00575158411706705 "PSEN1/MAPK1/MMP9/EGF/SNX5/HSP90AA1/FBXW7/ADAM17/ABL1/SRC/PRKCA/AKT1/BRAF/DAB2IP/SOX9/NUP62/PTPN12/EGFR/ARF4/HIP1R/RBPJ/HIP1/RAB7A/HGS/TGFB1/ERBIN/ERBB2/PIK3C2A/CNOT9/PTPN11/RTN4/EPS15/CDC42/SHC1" 34
"GO:0071901" "BP" "GO:0071901" "negative regulation of protein serine/threonine kinase activity" "34/2723" "145/18862" 0.00247935892007974 0.00963968471268976 0.00575158411706705 "UCHL1/IPO5/DNAJA1/LRP6/LYN/ABL1/CHORDC1/PRKAR2B/PRKAG2/KAT2B/CDKN2A/AKT1/IL1B/YWHAG/HSPB1/CASP3/PPP2CA/CAV1/DAB2IP/NUP62/PLK1/SIRT1/IPO7/PTEN/ADIPOQ/GSTP1/PDCD4/CIT/HEXIM1/MACROH2A1/APOE/PRKAR2A/NF1/SFN" 34
"GO:1905952" "BP" "GO:1905952" "regulation of lipid localization" "42/2723" "189/18862" 0.00250834124821201 0.00974619879049108 0.00581513647343402 "PSEN1/EDN1/EGF/PLIN2/TAC1/PON1/LEP/PLIN3/EHD1/OSBPL8/STXBP1/NFKBIA/LAMTOR1/LRP1/AKT1/IL1B/TNF/ACSL1/ITGB1/CAV1/PCSK9/AKT2/PLA2R1/NFKB1/ANXA2/ACSL5/IL6/ABCA2/SIRT1/FURIN/ADIPOQ/APOA1/MYB/KDM5B/SCARB1/REN/APOE/PTPN11/PPARG/ACACB/IKBKE/EPRS1" 42
"GO:0046165" "BP" "GO:0046165" "alcohol biosynthetic process" "36/2723" "156/18862" 0.00252216917097565 0.0097937327543005 0.00584349793954169 "ACAA2/LSS/G6PD/SOD1/SCD/ACACA/GCH1/PCK2/MOXD1/LEP/MSMO1/FGF2/SNCA/CYB5R3/MVD/HMGCS1/PARK7/DHFR/NFKB1/ABCA2/ISYNA1/SP1/APOA1/KPNB1/CFTR/HMGCR/APOE/DHCR7/H6PD/FASN/ACACB/RAN/ACLY/FDPS/SCAP/GFI1" 36
"GO:0060562" "BP" "GO:0060562" "epithelial tube morphogenesis" "63/2723" "309/18862" 0.00254536171097634 0.00987334119322478 0.00589099686160691 "FOXA1/PSEN1/EDN1/MIB1/AR/EGF/SEC24B/FMN1/TWIST1/LRP6/TRAF6/PML/YAP1/ABL1/SRC/MED12/FGF2/MMP14/SRF/RALA/LGR5/CTNNB1/TNF/CLIC4/CASP3/HIF1A/EPHA2/CSNK2B/CXCR4/KIF20B/MET/VASP/TGFBR2/PPP1CA/GLI3/SOX9/SCRIB/FGFR2/TMED2/SMAD3/MEF2C/DDR1/ACVRL1/RBPJ/PRKACA/TGFB1/KDM5B/KIF26B/ESR1/WNT5A/PGR/WNT11/DLG1/OPA1/TSC2/RHOA/KRAS/KDM2B/KAT2A/PLXND1/ACVR1/SETD2/MTHFR" 63
"GO:0002708" "BP" "GO:0002708" "positive regulation of lymphocyte mediated immunity" "27/2723" "108/18862" 0.00254909964715196 0.00987334119322478 0.00589099686160691 "TRAF6/STX7/MSH2/FOXP3/IL2/EXOSC3/CD81/LAMP1/PVR/BTK/TP53BP1/IL1B/TNF/NSD2/IL4/IL6/MLH1/CD1D/NOD2/TGFB1/AP1G1/TFRC/HSPD1/RIF1/CD1A/CD1C/CD1B" 27
"GO:0071867" "BP" "GO:0071867" "response to monoamine" "27/2723" "108/18862" 0.00254909964715196 0.00987334119322478 0.00589099686160691 "APP/DRD5/MAPK1/ID1/PRMT5/FLNA/HDAC2/ABL1/VPS35/ATF4/SNCA/SLC9A3R1/MAPK3/DRD4/DRD1/ADIPOQ/NCSTN/PRKACA/CHRM4/ADCY5/LRRK2/GSK3B/ADCY6/PKLR/DNM2/GNB1/GNAI3" 27
"GO:0071869" "BP" "GO:0071869" "response to catecholamine" "27/2723" "108/18862" 0.00254909964715196 0.00987334119322478 0.00589099686160691 "APP/DRD5/MAPK1/ID1/PRMT5/FLNA/HDAC2/ABL1/VPS35/ATF4/SNCA/SLC9A3R1/MAPK3/DRD4/DRD1/ADIPOQ/NCSTN/PRKACA/CHRM4/ADCY5/LRRK2/GSK3B/ADCY6/PKLR/DNM2/GNB1/GNAI3" 27
"GO:0044391" "CC" "GO:0044391" "ribosomal subunit" "121/2747" "187/19520" 2.11373982962695e-57 1.5683949535832e-54 7.45371413605293e-55 "MRPL39/RPL3/RPS4X/RPS21/MRPS26/RPL36A/RPS24/DDX3X/RPL35/RPS29/RPS10/MRPS2/RPL12/RPS3A/RPL23/MRPL41/RPS15A/MRPS30/RPS12/RPS3/RPL21/RPL37/MRPS11/RPLP2/MRPL33/RPL30/MRPL23/RPL9/RPL14/RPL7L1/MRPS9/RPL7A/MRPL2/RPL31/MRPL13/MRPL15/RPS19/RPS5/MRPS33/MRPL14/MRPL21/RPL22/RPL7/MRPL32/MRPS18A/MRPL48/RPL18A/MRPL22/MRPL11/FXR2/RPL34/RPS16/RPL37A/RPL27/RPL10A/RPLP1/MRPS34/NDUFAB1/RSL24D1/RPS6/RPL28/RPL26/MRPL17/RPS20/MRPL4/RPL13/MRPS5/RPS18/RPS15/MRPL12/RPS28/RPL18/RPS25/RPL24/RPS11/RPL8/MRPS24/RPL15/RPL23A/MRPS16/MRPS27/RPL13A/RPL4/MRPS7/RPL27A/RPL19/MRPL42/MRPS14/MRPL34/RPS13/RPS14/RPL29/RPS23/RPL32/RPS9/RACK1/RPL11/DHX29/UBA52/RPS2/MRPL27/DAP3/NSUN3/RPL26L1/RPL6/RPL36/RPS8/RPL38/RPLP0/RPS27A/MRPS22/EIF2A/MRPL3/MRPL20/MRPL55/RPSA/MRPL24/RPL5/NSUN4/EIF2D/MRPS15" 121
"GO:0005840" "CC" "GO:0005840" "ribosome" "137/2747" "243/19520" 2.61443225852474e-54 9.69954367912679e-52 4.60965687687257e-52 "MRPL39/RPL3/RPS4X/RPS21/MRPS26/RPL36A/RPS24/EIF2AK4/DDX3X/RPL35/RPS29/RPS10/APEX1/MRPS2/RPL12/RPS3A/RPL23/MRPL41/RPS15A/MRPS30/RPS12/RPS3/HSPA14/FMR1/RPL21/RPL37/MRPS11/RPLP2/MRPL33/RPL30/MRPL23/RPL9/RPL14/RPL7L1/MRPS25/MRPS9/RPL7A/MRPL2/RPL31/MRPL13/MRPL15/RPS19/RPS5/MRPS33/CHCHD1/MRPL14/MRPL21/RPL22/RPL7/MRPL32/MRPS18A/MRPL48/RPL18A/MRPL22/MRPL11/FXR2/RPL34/RPS16/RPL37A/NCK1/RPL27/RPL22L1/RPL10A/RPLP1/MRPS34/SERP1/NDUFAB1/RSL24D1/RPS6/RPL28/RPL26/MRPL17/RPS20/SF1/MRPL4/RPL13/MRPS5/RPS18/RPS15/MRPL12/NDUFA7/RPS28/RPL18/RPS25/RPL24/RPS11/RPL8/MRPS24/RPL15/RPL23A/MRPS16/MRPS27/RPL13A/RPL4/MRPS7/RPL27A/RPL19/MRPL42/MRPS14/MRPL34/DHX9/RPS13/RPS14/RPL29/RPS23/RPL32/RPS9/RACK1/RPL11/DHX29/UBA52/RPS2/BTF3/MRPL27/DAP3/NSUN3/RPL26L1/LARP1/RPL6/RPL36/EEF2/RPS8/RPL38/RPLP0/RPS27A/MRPS22/EIF2A/MRPL3/MRPL20/MRPL55/RPSA/MRPL24/RPL5/NSUN4/EIF2D/MRPS15/AURKAIP1" 137
"GO:0098798" "CC" "GO:0098798" "mitochondrial protein-containing complex" "140/2747" "265/19520" 7.92210687552412e-51 1.9594011005463e-48 9.31195018701958e-49 "ATP6/CYTB/NDUFV2/ATP5F1A/SLC25A6/ATP5PO/PDHA1/MRPL39/GRPEL1/ATP5ME/NDUFV3/ATP5F1C/ATP5F1E/ATP5PF/NDUFA6/MRPS26/NDUFA4/ROMO1/PDHA2/MRPS2/NDUFS8/COX5A/NDUFA9/AFG3L2/NDUFA1/MRPL41/TOMM22/TIMM9/MRPS30/HADHA/ATP5MK/MRPS11/NDUFA13/NDUFC1/COX7C/NDUFA8/ATP5MGL/MRPL33/TIMM8B/NDUFS4/MRPL23/MRPS9/MRPL2/NDUFB11/MRPL13/NDUFB6/MRPL15/COX4I1/NDUFB2/MRPS33/VDAC1/UQCRHL/MRPL14/MRPL21/TOMM70/BCKDK/UQCRC2/UQCRFS1/UQCRH/MRPL32/PMPCB/MRPS18A/MRPL48/GRPEL2/PPIF/NDUFA5/MRPL22/NDUFB8/MRPL11/NDUFB4/NDUFS3/TIMM10/COX6A1/CLPX/MRPS34/NDUFAB1/CYC1/NDUFAF1/SPG7/NDUFC2-KCTD14/NDUFC2/MRPL17/MRPL4/MTX2/NDUFB9/MRPS5/MRPL12/NDUFA2/NDUFA7/ATP5F1B/MRPS24/TIMM10B/TIMM13/NDUFB7/MRPS16/MRPS27/TOMM7/POLG2/HSPA9/TIMM29/MFN1/MRPS7/PHB/MRPL42/MRPS14/MRPL34/TOMM20/NDUFA12/UQCRQ/TOMM40/FOXRED1/SDHA/PDHB/NDUFB5/BCS1L/MRPL27/DAP3/ATP5F1D/NSUN3/ATP5MG/ATP5PD/UQCRC1/MICOS13/SDHB/NDUFS7/NDUFB3/MRPS22/MRPL3/MRPL20/MCCC1/MRPL55/NDUFS5/DNAJC19/MRPL24/MTX1/NDUFS1/NSUN4/MRPS15/DNAJC11/ATP5PB" 140
"GO:0022626" "CC" "GO:0022626" "cytosolic ribosome" "79/2747" "107/19520" 1.51405259905449e-44 2.80856757124608e-42 1.33475689653488e-42 "RPL3/RPS4X/RPS21/RPL36A/RPS24/EIF2AK4/DDX3X/RPL35/RPS29/RPS10/RPL12/RPS3A/RPL23/RPS15A/RPS12/RPS3/RPL21/RPL37/MRPS11/RPLP2/RPL30/RPL9/RPL14/RPL7L1/RPL7A/RPL31/RPS19/RPS5/RPL22/RPL7/RPL18A/FXR2/RPL34/RPS16/RPL37A/RPL27/RPL10A/RPLP1/RSL24D1/RPS6/RPL28/RPL26/RPS20/RPL13/RPS18/RPS15/RPS28/RPL18/RPS25/RPL24/RPS11/RPL8/RPL15/RPL23A/RPL13A/RPL4/RPL27A/RPL19/RPS13/RPS14/RPL29/RPS23/RPL32/RPS9/RPL11/DHX29/UBA52/RPS2/RPL26L1/RPL6/RPL36/RPS8/RPL38/RPLP0/RPS27A/EIF2A/RPSA/RPL5/EIF2D" 79
"GO:0098687" "CC" "GO:0098687" "chromosomal region" "151/2747" "345/19520" 1.16180046740929e-41 1.72411189363538e-39 8.19375066488655e-40 "SKA1/ERCC6L/SUMO3/SNAI1/PSEN1/SMC1B/THOC2/MIS18BP1/PDS5A/SUV39H2/PHF2/PPP2R5C/RANGAP1/NGDN/PCNA/XRCC6/ATRX/RAD51/INCENP/SMC1A/CDCA5/MAD2L1/APEX1/MCM5/NDC80/PML/ESCO2/MCM3/TERT/PPP1R12A/BUB3/KIF18A/TTK/BRCA2/MCM4/PPP1CB/MSH2/CENPK/HELLS/CENPA/PRKDC/FMR1/NCAPG/POLR2B/SUN2/KAT2B/SMC5/STAG2/SKA3/MCM7/NUP37/DCTN3/MRE11/CDT1/CCNB1/SUV39H1/TP53BP1/BUB1B/FEN1/H4C1/H4C4/PPP2CA/HAT1/TOP2A/MCM6/CDCA8/MACROH2A2/RCC2/CBX3/PPP1CA/GAR1/ORC3/H4C13/XRCC5/RPA1/DYNLL1/HNRNPA2B1/KAT7/NUDCD2/NUP98/PLK1/OIP5/H4C6/DHX36/AURKB/ATR/TERF1/H4C3/DDB1/EZH2/NHP2/SEPTIN2/CDK1/TERF2/KNTC1/H4C8/SMC3/SEC13/THOC7/PTGES3/SPC25/CSNK1A1/CENPE/H4C11/H4C12/IKZF1/SPAG5/SEPTIN7/SKA2/TPR/ZWILCH/NUF2/NUP85/UPF1/KNL1/BIRC5/KNSTRN/NEK2/H4C2/H4C5/H4C9/FBXW11/SMC4/PPP2R5A/PPP1CC/WDR82/ALYREF/EZH1/SSB/NAT10/KIF22/HNRNPU/MACROH2A1/CDC73/ATM/BUB1/RIF1/POLD1/DOT1L/H4-16/RPA2/XPO1/MCM2/PARP1/PSEN2/DNMT3A/CENPL/KDM1A/CENPF/H4C15/H4C14" 151
